experiment,context,sigma_label,method,count,alignment_mean,M_trace,M_mu,T,mu_norm_sigma,mu_norm_sigma_inv,alignment_metric,panel,d,n,M_iso,mu_norm_l2,alpha,mu_direction
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.29973081247477223,2.82842712474619,6.293961408377438,3.5615419132857005,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_d_vary_n,20000.0,50.0,8.0,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.40554501873941573,1.414213562373095,6.293961408377438,6.521920486660323,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_d_vary_n,20000.0,100.0,2.0,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.5296039031197243,0.7071067811865475,6.293961408377438,11.160095061027558,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_d_vary_n,20000.0,200.0,0.5,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.6578267276316991,0.3535533905932737,6.293961408377438,17.318139730278798,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_d_vary_n,20000.0,400.0,0.125,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.7668616008993365,0.1767766952966368,6.293961408377438,23.916637334375668,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_d_vary_n,20000.0,800.0,0.03125,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.8144675251462502,0.1178511301977579,6.293961408377438,27.396092025801693,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_d_vary_n,20000.0,1200.0,0.013888888888888801,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.8542197936321869,0.0707106781186547,6.293961408377438,31.00459546698811,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_d_vary_n,20000.0,2000.0,0.005,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",isotropic,,20,0.8768351608198541,0.0471404520791031,6.293961408377438,33.19045213264668,6.29396140837744,6.29396140837744,A_svm_wstar,fixed_d_vary_n,20000.0,3000.0,0.0022222222222222,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.2,,20,0.8674291628722395,2.7405158793012085,6.293961408377439,29.4518070467226,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_d_vary_n,20000.0,50.0,,6.293961408377439,,
exact_spectrum_scaling_alignment,"E2 spectrum scaling by panel, Sigma and d/n",polynomial alpha=0.2,,20,0.9227527465280849,1.3702579396506045,6.293961408377439,33.42544972592368,6.293961408377439,6.293961408377439,A_svm_wstar,fixed_d_vary_n,20000.0,100.0,,6.293961408377439,,
