experiment,method,seed,d,n,n_over_d,sigma_type,alpha,mu_direction,mu_norm_l2,mu_norm_sigma,mu_norm_sigma_inv,trace_sigma,sigma_op_norm,sigma_fro_norm,M_trace,M_mu,T,step,alignment_to_wstar,alignment_to_ls,alignment_to_svm,loss_value,min_margin,svm_primal_violation,svm_dual_feasibility_min_alpha,svm_kkt_complementarity,svm_primal_dual_gap,support_vector_fraction,solver_status,lambda_signal,lambda_bulk,bulk_rank,bulk_random_fraction,A_svm_wstar,A_ls_wstar,A_svm_ls,gram_condition_number,r_min,prop41_condition_empirical,solver_nit,solver_success,active_set_polished,active_set_polish_iterations,panel,alpha_label,mu_norm_label
exact_polynomial_spectrum_alignment,svm,5662010,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.9756159313309848,1.0,NA,NA,0.9999999999999992,7.771561172376096e-16,2.258133903486228e-05,9.740676105766209e-20,0.0,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9756159313309848,0.9756159313309848,1.0,5.93960995413643,1.129066951743114e-05,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,5662011,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.9763112847842299,0.9999999999999998,NA,NA,0.9999999999999992,7.771561172376096e-16,3.0353093730151643e-05,1.0237772032886125e-19,-1.734723475976807e-18,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9763112847842299,0.9763112847842299,0.9999999999999998,6.01321595443468,1.5176546865075822e-05,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,5662012,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.9761663319534168,1.0000000000000002,NA,NA,0.9999999999999993,6.661338147750939e-16,5.160593498107297e-06,7.654876535775858e-20,-1.734723475976807e-18,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9761663319534168,0.9761663319534168,1.0000000000000002,6.130813121157071,2.5802967490536486e-06,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,5662013,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.975388432923178,1.0000000000000002,NA,NA,0.9999999999999993,6.661338147750939e-16,2.3097425922735014e-05,9.581986406973765e-20,-3.469446951953614e-18,1.0,all_support_linear_kkt,NA,NA,0,NA,0.975388432923178,0.975388432923178,1.0000000000000002,6.011773573361126,1.1548712961367507e-05,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,5662014,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.9759081120123937,0.9999999999999998,NA,NA,0.9999999999999994,5.551115123125783e-16,3.418861944414295e-05,8.731446292652966e-20,0.0,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9759081120123937,0.9759081120123937,0.9999999999999998,6.072878921820778,1.7094309722071475e-05,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,5662015,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.9742737118543839,0.9999961485925386,NA,NA,0.9999999999999993,6.661338147750939e-16,0.0,1.3841484136807113e-19,0.0,0.99,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9742737118543839,0.9742099453437423,0.9999961485925386,5.9240868949396575,-7.678868843464409e-06,False,4,True,True,1,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,5662016,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.9755662796172375,1.0,NA,NA,0.9999999999999996,4.440892098500626e-16,4.0317995965766775e-05,1.0439197820766274e-19,0.0,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9755662796172375,0.9755662796172375,1.0,5.982449261769614,2.0158997982883388e-05,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,5662017,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.9756117005755974,0.9999999585592967,NA,NA,0.9999999999999994,5.551115123125783e-16,0.0,8.53845805594448e-20,0.0,0.99,lbfgsb:0:CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH|active_set_polished,NA,NA,0,NA,0.9756117005755974,0.9756046342887446,0.9999999585592967,6.000922619970132,-7.865424744492375e-07,False,4,True,True,1,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,5662018,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.9750676311399713,1.0,NA,NA,0.9999999999999996,4.440892098500626e-16,2.1971092478556307e-05,7.92413317074516e-20,1.734723475976807e-18,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9750676311399713,0.9750676311399713,1.0,5.848943153747937,1.0985546239278154e-05,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,5662019,20000,100,0.005,polynomial,0.2,largest_eigenvector,12.0,12.0,12.0,3448.659219096236,1.0,25.167956479606996,1.3392023207140478,12.0,137.02118710125893,NA,0.9753495289415096,1.0,NA,NA,0.9999999999999996,4.440892098500626e-16,5.207348172747716e-06,8.748232280317376e-20,1.734723475976807e-18,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9753495289415096,0.9753495289415096,1.0,6.065432931471964,2.603674086373858e-06,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.2,12
exact_polynomial_spectrum_alignment,svm,8651000,20000,100,0.005,polynomial,0.5,largest_eigenvector,1.0,1.0,1.0,281.38589348498397,1.0,3.2373952828206396,0.28138589348498394,1.0,0.475102879237446,NA,0.9220531315898617,0.9999999999999999,NA,NA,0.9999999999999996,4.440892098500626e-16,0.0020280505693878667,5.390641538936763e-18,-1.1102230246251565e-16,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9220531315898617,0.9220531315898617,0.9999999999999999,2.2466870083719157,0.0010140252846939334,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.5,1
exact_polynomial_spectrum_alignment,svm,8651001,20000,100,0.005,polynomial,0.5,largest_eigenvector,1.0,1.0,1.0,281.38589348498397,1.0,3.2373952828206396,0.28138589348498394,1.0,0.475102879237446,NA,0.939163023924317,0.9999999999999999,NA,NA,0.9999999999999994,5.551115123125783e-16,0.0010177415902078387,4.352722532181553e-18,0.0,1.0,all_support_linear_kkt,NA,NA,0,NA,0.939163023924317,0.939163023924317,0.9999999999999999,2.2814190695392833,0.0005088707951039194,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.5,1
exact_polynomial_spectrum_alignment,svm,8651002,20000,100,0.005,polynomial,0.5,largest_eigenvector,1.0,1.0,1.0,281.38589348498397,1.0,3.2373952828206396,0.28138589348498394,1.0,0.475102879237446,NA,0.8961562719979654,1.0,NA,NA,0.9999999999999993,6.661338147750939e-16,0.0018076849120721625,5.024215842759264e-18,0.0,1.0,all_support_linear_kkt,NA,NA,0,NA,0.8961562719979654,0.8961562719979654,1.0,2.0057662756730803,0.0009038424560360813,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.5,1
exact_polynomial_spectrum_alignment,svm,8651003,20000,100,0.005,polynomial,0.5,largest_eigenvector,1.0,1.0,1.0,281.38589348498397,1.0,3.2373952828206396,0.28138589348498394,1.0,0.475102879237446,NA,0.9266859809927407,1.0,NA,NA,0.9999999999999994,5.551115123125783e-16,0.002530132592226043,5.37803076719395e-18,0.0,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9266859809927407,0.9266859809927407,1.0,2.0773536447065575,0.0012650662961130215,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.5,1
exact_polynomial_spectrum_alignment,svm,8651004,20000,100,0.005,polynomial,0.5,largest_eigenvector,1.0,1.0,1.0,281.38589348498397,1.0,3.2373952828206396,0.28138589348498394,1.0,0.475102879237446,NA,0.9492821539445617,1.0,NA,NA,0.9999999999999996,4.440892098500626e-16,0.001360485650685291,4.140112747040523e-18,-1.1102230246251565e-16,1.0,all_support_linear_kkt,NA,NA,0,NA,0.9492821539445617,0.9492821539445617,1.0,2.3453840025614348,0.0006802428253426455,True,0,True,False,0,B_fixed_d_vary_mu,alpha=0.5,1
